"lang"
{
    "Language"    "russian"
        "DOTA_Tooltip_ability_item_patreon_2_Lore"    "Такая грациозность требует серьёзной практики."
        "DOTA_Tooltip_ability_item_patreon_3"    "Гирлянды"
        "DOTA_Tooltip_ability_item_patreon_3_Description"    "<h1>Использование</h1>Придаёт любому дереву приятный праздничный вид."
        "DOTA_Tooltip_ability_item_patreon_3_Lore"    "Нарядное украшение даже для самых кровавых сражений."
        "DOTA_Tooltip_ability_item_patreon_4"    "Петарды"
        "DOTA_Tooltip_ability_item_patreon_4_Description"    "<h1>Использование</h1>Скорее бросайте петарды, а то взорвутся!"
        "DOTA_Tooltip_ability_item_patreon_4_Lore"    "Нет ничего праздничнее, чем взрывы!"
        "DOTA_Tooltip_ability_item_patreon_5"    "Кинуть снежок"
        "DOTA_Tooltip_ability_item_patreon_5_Description"    "<h1>Использование</h1>Запускает снежок в союзника или во врага."
        "DOTA_Tooltip_ability_item_patreon_5_Lore"    "Слеплен вручную при идеальной температуре."
        "DOTA_Tooltip_ability_item_patreon_6"    "Призвать снеговика"
        "DOTA_Tooltip_ability_item_patreon_6_Description"    "<h1>Использование</h1>Призывает весёлого снеговика."
        "DOTA_Tooltip_ability_item_patreon_6_Lore"    "Он будет дружить с вами всю свою жизнь."
        "DOTA_Tooltip_ability_item_patreon_7"    "Украсить дерево"
        "DOTA_Tooltip_ability_item_patreon_7_Description"    "<h1>Использование</h1>Придаёт любому дереву приятный праздничный вид."
        "DOTA_Tooltip_ability_item_patreon_7_Lore"    "Нарядное украшение даже для самых кровавых сражений."
        "DOTA_Tooltip_ability_item_patreon_8"    "Запустить фейерверк"
        "DOTA_Tooltip_ability_item_patreon_8_Description"    "<h1>Использование</h1>Выстреливает в воздух фейерверком."
        "DOTA_Tooltip_ability_item_patreon_8_Lore"    "Нет ничего праздничнее, чем взрывы!"
        "DOTA_Tooltip_ability_item_patreonbundle_1"    "Новоцвет 2019: комплект расходников"
        "DOTA_Tooltip_ability_item_patreonbundle_1_Description"    "<h1>Использование</h1>Содержит полный набор расходников Новоцвета для обычных игр."
        "DOTA_Tooltip_ability_item_patreonbundle_2"    "Пристанище зимы: комплект расходников"
        "DOTA_Tooltip_ability_item_patreonbundle_2_Description"    "<h1>Использование</h1>Содержит полный набор расходников как для обычных игр, так и для режима «Пристанище зимы»."
        "nopatreonerror"    "Этот предмет только для поддержавших"
        "nopatreonerror2"    "Только высокоуровневые поддержавшие (25$) могут использовать этот предмет"
        "notyettime"    "Этот предмет можно использовать только после 5-ой минуты игры."
        "DOTA_Tooltip_ability_item_banhammer"    "Kick Troll"
        "DOTA_Tooltip_ability_item_banhammer_Description"    "<h1>Использование</h1>Выгоняет союзного игрока из игры. Следует использовать только против тролей. Только высокоуровневые поддержавшие (25 $) могут использовать этот предмет. Если обнаруживается, что поддержавший злоупотребляет этим предметом, он теряет право использовать его навсегда. Поддержавшие больше не могут быть изгнаны из игры."
        "DOTA_Tooltip_ability_item_banhammer_Lore"    "С большой властью приходит большая ответственность."
        "DOTA_Tooltip_modifier_silencer_new_int_steal"    "Дополнительный интеллект"
        "DOTA_Tooltip_modifier_silencer_new_int_steal_Description"    "Silencer получает +2 интеллекта после каждого убийства или помощи в убийстве вражеских героев."
        "DOTA_Tooltip_ability_special_bonus_unique_silencer_2"    "+1 к краже интеллекта"
        "warlock_balance_discr"    "Fatal Bonds<br>Длительность: 25 > 15<br>Перезарядка: 24/22/20/18 > 34/32/30/28"
        "DOTA_Tooltip_Ability_warlock_fatal_bonds_balanced_count"    "СВЯЗЫВАЕТ ВРАГОВ:"
        "DOTA_Tooltip_Ability_warlock_fatal_bonds_balanced_damage_share_percentage"    "%РАСПРЕДЕЛЯЕМЫЙ УРОН:"
        "DOTA_Tooltip_Ability_warlock_fatal_bonds_balanced_duration"    "ДЛИТЕЛЬНОСТЬ:"
        "wheel_cooldown"    "Перезарядка (##sec##сек)"
        "announcers"    "Комментаторы"
        "englishannouncer"    "Английские комментаторы"
        "englishannouncer2"    "Английские комментаторы 2"
        "chineseannouncer"    "Китайские комментаторы"
        "chineseannouncer2"    "Китайские комментаторы 2"
        "russianannouncer"    "Русские комментаторы"
        "russianannouncer2"    "Русские комментаторы 2"
        "battlepass2019"    "BattlePass 2019"
        "epiccaster"    "Epic Caster"
        "epiccaster2"    "Epic Caster 2"
        "koreancaster"    "Корейские комментаторы"
        "sprays"    "Спреи(скоро)"
        "dotaplus"    "Dota Plus"
        "dotaplus2"    "Dota Plus 2"
        "heroes"    "Герои"
        "hero"    "Герой"
        "more"    "Больше"
        "favourites"    "Избранное"
        "heros_a-b"    "Герои A-B"
        "heros_b-c"    "Герои B-C"
        "heros_c-d"    "Герои C-D"
        "heros_d-e"    "Герои D-E"
        "heros_e-i"    "Герои E-I"
        "heros_j-l"    "Герои J-L"
        "heros_l-m"    "Герои L-M"
        "heros_m-n"    "Герои M-N"
        "heros_n-p"    "Герои N-P"
        "heros_p-r"    "Герои P-R"
        "heros_s-s"    "Герои S-S"
        "heros_s-t"    "Герои S-T"
        "heros_t-t"    "Герои T-T"
        "heros_u-v"    "Герои U-V"
        "heros_w-z"    "Герои W-Z"
        "whtooltip"    "Также вы можете ввести '-ch {d:num}' в чат для воспроизведения этого звука"
        "votooltip"    "Удерживайте клавишу 'L' для доступа к колесу чата."
        "whtooltipff"    "Щелкните правой кнопкой мыши на звук, чтобы добавить его в меню избранного"
        "stop_to_feed_on_enemy_base"    "Герой был заденаен поскольку умирает на вражеской базе слишком часто"
        "DOTA_Tooltip_ability_item_disable_help_custom"    "Отключить помощь"
        "DOTA_Tooltip_ability_item_disable_help_custom_Description"    "<h1>Использование: Отключить помощь</h1> Использование предмета запрещает применять союзнику на вас некоторые умения. Помощь также можно отключить на табло."
        "DOTA_Tooltip_ability_item_disable_help_custom_Lore"    "Кому нужны враги с такими союзниками?"
        "DOTA_Tooltip_ability_item_mute_custom"    "Заглушить игрока"
        "DOTA_Tooltip_ability_item_mute_custom_Description"    "<h1>Использование: Заглушить игрока</h1> При использовании предмета на союзника вы перестанете слышать его в голосовом чате. Голос союзника также можно отключить на табло."
        "DOTA_Tooltip_ability_item_mute_custom_Lore"    "Тишина - это золото"
        "fast_buy_items"    "Вы пока не можете купить это"
        "you_cannot_buy_more_items_this_type"    "Вы больше не можете купить данный предмет"
        "our_thanks_and_appreciation"    "Наша благодарность и признательность"
        "our_thanks_and_appreciation_description"    "Мы благодарим всех игроков, которые играют в наш проект и поддерживают его"
        "supporter_perks_low"    "Улучшенные персональные таланты"
        "supporter_perks_low_description"    "Поддержавшие игроки могут выбрать улучшенные версии обычных персональных талантов в начале игры"
        "first_pick_low"    "Первый выбор героя"
        "first_pick_low_description"    "Вы можете выбрать героя раньше других игроков"
        "instant_transfer"    "Моментальное перемещение купленных предметов"
